loss,params,iteration,estimators,train_time
0.5,"{'bagging_freq': 2, 'num_leaves': 120, 'class_weight': 'balanced', 'subsample': 0.9071514063207494, 'lambda_l1': 5147.511213836181, 'lambda_l2': 8.045590672779392, 'max_bin': 254, 'verbosity': 0, 'subsample_for_bin': 300000, 'learning_rate': 0.08279997609106177, 'boosting_type': 'gbdt', 'min_data_in_leaf': 310, 'feature_fraction': 0.925984858968721}",1,1,1.6705472100002225
