loss,params,iteration,estimators,train_time
0.19297579482207616,"{'feature_fraction': 0.44376397577490817, 'lambda_l1': 0.20288254900945002, 'num_leaves': 84, 'max_bin': 254, 'min_data_in_leaf': 60, 'subsample': 0.9173108710185941, 'subsample_for_bin': 40000, 'verbosity': 0, 'learning_rate': 0.07619466058633298, 'bagging_freq': 1, 'lambda_l2': 0.2816134808440694, 'boosting_type': 'gbdt'}",36,212,20.194039562999933
0.1921885967201855,"{'feature_fraction': 0.8017826879928891, 'lambda_l1': 0.5941603372167887, 'num_leaves': 40, 'max_bin': 253, 'min_data_in_leaf': 380, 'subsample': 0.98051636045481, 'subsample_for_bin': 80000, 'verbosity': 0, 'learning_rate': 0.11483549589638482, 'bagging_freq': 1, 'lambda_l2': 0.1386919897439195, 'boosting_type': 'gbdt'}",37,216,21.530885676000253
0.1928474062755421,"{'feature_fraction': 0.7124307595737313, 'lambda_l1': 0.4339321514725072, 'num_leaves': 28, 'max_bin': 253, 'min_data_in_leaf': 430, 'subsample': 0.9108441648205288, 'subsample_for_bin': 140000, 'verbosity': 0, 'learning_rate': 0.09112539414792582, 'bagging_freq': 2, 'lambda_l2': 0.49858065488951797, 'boosting_type': 'gbdt'}",38,491,29.847822609000104
0.21300118420010838,"{'feature_fraction': 0.6186604848177748, 'lambda_l1': 0.3301432823174327, 'num_leaves': 104, 'max_bin': 254, 'min_data_in_leaf': 240, 'subsample': 1.0, 'subsample_for_bin': 160000, 'verbosity': 0, 'learning_rate': 0.055161710965008756, 'bagging_freq': 5, 'lambda_l2': 0.7498496594441499, 'boosting_type': 'goss'}",39,18,7.6466389289998915
0.19187156225610968,"{'feature_fraction': 0.5356665592128713, 'lambda_l1': 0.6778245116210968, 'num_leaves': 132, 'max_bin': 253, 'min_data_in_leaf': 310, 'subsample': 0.77975133234053, 'subsample_for_bin': 100000, 'verbosity': 0, 'learning_rate': 0.07204546729677228, 'bagging_freq': 3, 'lambda_l2': 0.6967094135824892, 'boosting_type': 'gbdt'}",40,173,24.728117036000185
0.1949357191814901,"{'feature_fraction': 0.4720671790575142, 'lambda_l1': 0.5195769806104812, 'num_leaves': 172, 'max_bin': 254, 'min_data_in_leaf': 420, 'subsample': 0.8322531224983086, 'subsample_for_bin': 20000, 'verbosity': 0, 'learning_rate': 0.11150569143393158, 'bagging_freq': 2, 'lambda_l2': 0.47576375977151497, 'boosting_type': 'gbdt'}",41,157,21.472528838000017
0.19083886218325008,"{'feature_fraction': 0.6777807392261914, 'lambda_l1': 0.24711964181998278, 'num_leaves': 56, 'max_bin': 253, 'min_data_in_leaf': 450, 'subsample': 0.972025874178229, 'subsample_for_bin': 120000, 'verbosity': 0, 'learning_rate': 0.08198433564645688, 'bagging_freq': 4, 'lambda_l2': 0.9085731087562168, 'boosting_type': 'gbdt'}",42,299,29.74746403600011
0.19738417538557018,"{'feature_fraction': 0.5559716263305833, 'lambda_l1': 0.10063630236232732, 'num_leaves': 76, 'max_bin': 253, 'min_data_in_leaf': 500, 'subsample': 0.7246747352403325, 'subsample_for_bin': 60000, 'verbosity': 0, 'learning_rate': 0.15792633729130104, 'bagging_freq': 2, 'lambda_l2': 0.5594976294464321, 'boosting_type': 'gbdt'}",43,74,13.349202908999814
0.21481297981398928,"{'feature_fraction': 0.7663237850215885, 'lambda_l1': 0.010372541629637966, 'num_leaves': 132, 'max_bin': 253, 'min_data_in_leaf': 410, 'subsample': 1.0, 'subsample_for_bin': 40000, 'verbosity': 0, 'learning_rate': 0.09238172213175015, 'bagging_freq': 5, 'lambda_l2': 0.26303766677367724, 'boosting_type': 'goss'}",44,10,6.540179046000048
0.19312986741102822,"{'feature_fraction': 0.6199182177296525, 'lambda_l1': 0.4931898793468461, 'num_leaves': 92, 'max_bin': 254, 'min_data_in_leaf': 220, 'subsample': 0.5428271941882261, 'subsample_for_bin': 220000, 'verbosity': 0, 'learning_rate': 0.06282346421723772, 'bagging_freq': 1, 'lambda_l2': 0.4290112571147643, 'boosting_type': 'gbdt'}",45,239,27.786914046999755
